"sum_white","sum_hispanic","sum_black","sum_asian","sum_pacific","sum_native","sum_total_demo","pct_white","pct_hispanic","pct_black","pct_asian","pct_napi"
6371008,2518196,522140,329926,18164,448806,10237002,0.622350957829255,0.245989597345004,0.0510051673331704,0.032228771665767,0.0456158941846451
